Date, Name, Status, Description
06/10/2021 17:29:38, Johnathan Davis , Exceptions,Technical Exception : Unable to open additional driver window
06/10/2021 17:31:10, Sabrena Langston , Exceptions,Technical Exception : Unable to open additional driver window
