Date, Name, Status, Description
06/18/2021 04:51:01, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 04:56:37, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 05:02:17, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 05:07:54, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 05:13:39, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 05:19:21, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 05:24:58, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 05:30:41, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 05:36:29, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 05:42:05, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 05:47:44, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 05:53:19, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 05:58:54, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 06:04:30, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 06:10:20, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 06:16:13, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 06:21:56, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 06:27:36, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 06:33:17, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 06:38:57, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 06:44:35, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 06:50:13, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 06:55:53, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 07:01:41, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 07:06:06, Yamini Anantula , Exception_D,Technical Exception : Unable to open additional driver window
06/18/2021 07:11:44, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 07:16:03, Yamini Anantula , Exception_D,Technical Exception : Unable to open additional driver window
06/18/2021 07:21:43, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 07:27:25, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 07:33:08, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 07:36:07, Johnathan Davis , Exception_D,Technical Exception : Birstol west window not found 
06/18/2021 07:41:50, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 07:47:34, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 07:53:15, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 07:58:57, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 08:04:39, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 08:10:24, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 08:16:19, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 08:22:20, Yamini Anantula , Unknown Error_D,Could not find the UI element corresponding to this selector
06/18/2021 08:28:03, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 08:33:55, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 08:39:42, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 08:45:35, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 08:51:23, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 08:57:08, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 09:02:54, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 09:08:47, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 09:11:49, Yamini Anantula , Unknown Error_D,The target element is disabled
06/18/2021 09:17:33, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 09:23:17, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 09:29:11, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 09:34:59, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 09:40:53, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 09:46:47, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 09:52:36, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 09:58:36, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 10:04:32, Yamini Anantula , Success_D,Sucessfully quote generated
06/18/2021 10:10:32, Yamini Anantula , Success_D,Sucessfully quote generated
